Component ID,Reference Designator,Part Name,Not mount on PCB,Symbol Name,Unnamed: 5
,reference,partName,noMount,SymbolName,
sht10.cmp5389/sht2.cmp3419,C5046,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3543,C5047,1267370011,YES,c_sym_1.smb,
sht10.cmp5389/sht1.cmp2318,C5048,1267370029,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp3247,C5080,1267370011,YES,c_sym_1.smb,
sht10.cmp5389/sht1.cmp3461,C5081,1267370011,YES,c_sym_1.smb,
sht10.cmp5389/sht1.cmp3253,C5083,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp3255,C5084,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht1.cmp3380,C5090,1267370011,YES,c_sym_1.smb,
sht10.cmp5389/sht1.cmp3383,C5091,1267370011,YES,c_sym_1.smb,
sht10.cmp5389/sht1.cmp3385,C5092,1267370011,YES,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3308,C5120,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3588,C5121,1267362202,YES,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3551,C5122,1267362202,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3336,C5124,1267370011,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3321,C5125,1267362202,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3313,C5126,1267362202,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3330,C5127,1267362202,NO,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3516,C5128,1267370607,YES,c_sym_1.smb,
sht10.cmp5389/sht2.cmp3554,C5129,1267362202,YES,c_sym_1.smb,
sht9.cmp638,C5429,1267370666,NO,c_sym_1.smb,
sht9.cmp645,C5436,1267370009,NO,c_sym_1.smb,
sht3.cmp269,C5660,1267370028,YES,c_sym_1.smb,
sht3.cmp300,C5661,1267370911,YES,c_sym_1.smb,
sht3.cmp306,C5662,1267370640,YES,c_sym_1.smb,
sht6.cmp2622,C5815,1267370011,NO,c_sym_1.smb,
sht6.cmp2646,C5900,1267370011,NO,c_sym_1.smb,
sht15.cmp2464,C5901,1267370011,NO,c_sym_1.smb,
sht15.cmp2472,C5903,1267370011,NO,c_sym_1.smb,
sht17.cmp8559,C5904,1267370640,NO,c_sym_1.smb,
sht17.cmp8532,C5905,1267370011,NO,c_sym_1.smb,
sht17.cmp8578,C5906,1267370640,NO,c_sym_1.smb,
sht7.cmp3136,C5907,1267370009,NO,c_sym_1.smb,
sht17.cmp8443,C5908,1267370011,NO,c_sym_1.smb,
sht14.cmp3901,C5909,1267370682,NO,c_sym_1.smb,
sht12.cmp114,C5910,1267370682,NO,c_sym_1.smb,
sht14.cmp3882,C5911,1267370682,NO,c_sym_1.smb,
sht15.cmp2436,C5912,1267370011,NO,c_sym_1.smb,
sht15.cmp1820,C5913,1267370011,NO,c_sym_1.smb,
sht15.cmp2429,C5914,1267370011,NO,c_sym_1.smb,
sht18.cmp37,C5916,1267370669,NO,c_sym_1.smb,
sht7.cmp2852,C5917,1267370682,NO,c_sym_1.smb,
sht17.cmp8465,C5918,1267370640,NO,c_sym_1.smb,
sht17.cmp8589,C5919,1267370011,NO,c_sym_1.smb,
sht6.cmp2494,C5922,1267370011,NO,c_sym_1.smb,
sht6.cmp2382,C5923,1267370011,NO,c_sym_1.smb,
sht14.cmp3745,C5926,1267370682,NO,c_sym_1.smb,
sht18.cmp4,C5927,1267370679,NO,c_sym_1.smb,
sht16.cmp3606,C5928,1267370640,NO,c_sym_1.smb,
sht12.cmp175,C5929,1267370682,NO,c_sym_1.smb,
sht16.cmp3256,C5930,1267370011,NO,c_sym_1.smb,
sht16.cmp3285,C5931,1267370011,NO,c_sym_1.smb,
sht6.cmp2415,C5932,1267370011,NO,c_sym_1.smb,
sht6.cmp2426,C5933,1267370011,NO,c_sym_1.smb,
sht12.cmp132,C5934,1267370682,NO,c_sym_1.smb,
sht6.cmp2669,C5935,1267370011,NO,c_sym_1.smb,
sht6.cmp2647,C5938,1267370011,NO,c_sym_1.smb,
sht11.cmp3982,C5939,1267370011,NO,c_sym_1.smb,
sht16.cmp3343,C5940,1267370640,NO,c_sym_1.smb,
sht16.cmp3313,C5941,1267370640,NO,c_sym_1.smb,
sht16.cmp3353,C5942,1267370640,NO,c_sym_1.smb,
sht6.cmp2473,C5943,1267370011,NO,c_sym_1.smb,
sht9.cmp566,C5945,1267370011,NO,c_sym_1.smb,
sht6.cmp2437,C5946,1267370011,NO,c_sym_1.smb,
sht6.cmp2371,C5947,1267370011,NO,c_sym_1.smb,
sht11.cmp3955,C5960,1267370011,NO,c_sym_1.smb,
sht17.cmp8518,C5962,1267370027,YES,c_sym_1.smb,
sht11.cmp4007,C5963,1267370011,NO,c_sym_1.smb,
sht15.cmp2423,C5964,1267370011,NO,c_sym_1.smb,
sht15.cmp2456,C5965,1267370011,NO,c_sym_1.smb,
sht6.cmp2360,C5966,1267370011,NO,c_sym_1.smb,
sht17.cmp8501,C5971,1267370027,NO,c_sym_1.smb,
sht9.cmp347,C5972,1267370011,NO,c_sym_1.smb,
sht9.cmp389,C5973,1267370011,NO,c_sym_1.smb,
sht9.cmp422,C5974,1267370011,YES,c_sym_1.smb,
sht6.cmp2667,C5976,1267370682,NO,c_sym_1.smb,
sht6.cmp2700,C5977,1267370682,NO,c_sym_1.smb,
sht6.cmp2784,C5978,1267370011,NO,c_sym_1.smb,
sht9.cmp598,C5979,1267370011,NO,c_sym_1.smb,
sht11.cmp3950,C6110,1267370011,NO,c_sym_1.smb,
sht11.cmp3949,C6111,1267370009,NO,c_sym_1.smb,
sht11.cmp3946,C6117,1267370009,NO,c_sym_1.smb,
sht11.cmp3977,C6120,1267370011,NO,c_sym_1.smb,
sht11.cmp3976,C6121,1267370009,NO,c_sym_1.smb,
sht11.cmp3973,C6127,1267370009,NO,c_sym_1.smb,
sht11.cmp4002,C6130,1267370011,NO,c_sym_1.smb,
sht11.cmp4001,C6131,1267370009,NO,c_sym_1.smb,
sht11.cmp3998,C6137,1267370009,NO,c_sym_1.smb,
sht16.cmp3250,C6140,1267370011,NO,c_sym_1.smb,
sht16.cmp3240,C6141,1267370009,NO,c_sym_1.smb,
sht16.cmp3257,C6147,1267370009,NO,c_sym_1.smb,
sht16.cmp3283,C6150,1267370011,NO,c_sym_1.smb,
sht16.cmp3296,C6151,1267370009,NO,c_sym_1.smb,
sht16.cmp3290,C6157,1267370009,NO,c_sym_1.smb,
sht16.cmp3363,C6160,1267370011,NO,c_sym_1.smb,
sht16.cmp3374,C6161,1267370009,YES,c_sym_1.smb,
sht16.cmp3393,C6167,1267370009,YES,c_sym_1.smb,
sht17.cmp8450,C6170,1267370011,NO,c_sym_1.smb,
sht17.cmp8461,C6171,1267370009,NO,c_sym_1.smb,
sht17.cmp8472,C6177,1267370009,NO,c_sym_1.smb,
sht17.cmp8500,C6180,1267370011,NO,c_sym_1.smb,
sht17.cmp8510,C6181,1267370682,NO,c_sym_1.smb,
sht17.cmp8601,C6182,1267370010,NO,c_sym_1.smb,
sht17.cmp8515,C6190,1267370011,YES,c_sym_1.smb,
sht17.cmp8519,C6191,1267370663,YES,c_sym_1.smb,
sht17.cmp8602,C6192,1267370010,YES,c_sym_1.smb,
sht17.cmp8529,C6200,1267370011,NO,c_sym_1.smb,
sht17.cmp8537,C6201,1267370009,NO,c_sym_1.smb,
sht17.cmp8539,C6207,1267370009,NO,c_sym_1.smb,
sht17.cmp8583,C6210,1267370011,NO,c_sym_1.smb,
sht17.cmp8568,C6211,1267370009,NO,c_sym_1.smb,
sht17.cmp8574,C6217,1267370009,NO,c_sym_1.smb,
sht11.cmp3329,C7000,1267370906,YES,c_sym_1.smb,
sht11.cmp3338,C7001,1267370903,NO,c_sym_1.smb,
sht11.cmp3367,C7002,1267370564,NO,c_sym_1.smb,
sht11.cmp3384,C7003,1267370011,NO,c_sym_1.smb,
sht11.cmp3386,C7008,1267370011,NO,c_sym_1.smb,
sht12.cmp41,C7160,1267370527,NO,c_sym_1.smb,
sht12.cmp62,C7161,1267370640,NO,c_sym_1.smb,
sht12.cmp42,C7170,1267370527,NO,c_sym_1.smb,
sht12.cmp59,C7171,1267370640,NO,c_sym_1.smb,
sht12.cmp90,C7180,1267370527,NO,c_sym_1.smb,
sht12.cmp32,C7181,1267370640,NO,c_sym_1.smb,
sht12.cmp156,C7190,1267370527,NO,c_sym_1.smb,
sht12.cmp146,C7191,1267370640,NO,c_sym_1.smb,
sht12.cmp185,C7200,1267370527,NO,c_sym_1.smb,
sht12.cmp183,C7201,1267370640,NO,c_sym_1.smb,
sht14.cmp3807,C7210,1267370527,NO,c_sym_1.smb,
sht14.cmp3844,C7211,1267370640,NO,c_sym_1.smb,
sht14.cmp3808,C7240,1267370527,NO,c_sym_1.smb,
sht14.cmp3845,C7241,1267370640,NO,c_sym_1.smb,
sht14.cmp3809,C7250,1267370527,NO,c_sym_1.smb,
sht14.cmp3846,C7251,1267370640,NO,c_sym_1.smb,
sht14.cmp3868,C7260,1267370527,NO,c_sym_1.smb,
sht14.cmp3857,C7261,1267370640,NO,c_sym_1.smb,
sht14.cmp3912,C7270,1267370527,NO,c_sym_1.smb,
sht14.cmp3911,C7271,1267370640,NO,c_sym_1.smb,
sht16.cmp3522,C7367,1267370903,NO,c_sym_1.smb,
sht16.cmp3509,C7368,1267370011,NO,c_sym_1.smb,
sht16.cmp3059,C7369,1267370906,NO,c_sym_1.smb,
sht16.cmp3506,C7372,1267370028,NO,c_sym_1.smb,
sht16.cmp3510,C7374,1267370906,YES,c_sym_1.smb,
sht16.cmp3145,C7409,1267370594,NO,c_sym_1.smb,
sht16.cmp3147,C7410,1267370606,NO,c_sym_1.smb,
sht16.cmp3141,C7411,1267370008,NO,c_sym_1.smb,
sht16.cmp3511,C7412,1267370747,NO,c_sym_1.smb,
sht16.cmp3171,C7419,1267370594,NO,c_sym_1.smb,
sht16.cmp3176,C7420,1267370606,NO,c_sym_1.smb,
sht16.cmp3163,C7421,1267370008,NO,c_sym_1.smb,
sht16.cmp3514,C7422,1267370747,NO,c_sym_1.smb,
sht16.cmp3402,C7429,1267370594,NO,c_sym_1.smb,
sht16.cmp3395,C7430,1267370606,NO,c_sym_1.smb,
sht16.cmp3403,C7431,1267370008,NO,c_sym_1.smb,
sht16.cmp3517,C7432,1267370747,NO,c_sym_1.smb,
sht17.cmp8366,C7439,1267370594,NO,c_sym_1.smb,
sht17.cmp8370,C7440,1267370606,NO,c_sym_1.smb,
sht17.cmp8364,C7441,1267370008,NO,c_sym_1.smb,
sht17.cmp8374,C7442,1267370747,NO,c_sym_1.smb,
sht17.cmp8120,C7453,1267370527,NO,c_sym_1.smb,
sht17.cmp8119,C7454,1267370640,NO,c_sym_1.smb,
sht17.cmp8210,C7463,1267370527,YES,c_sym_1.smb,
sht17.cmp8232,C7464,1267370640,YES,c_sym_1.smb,
sht17.cmp8397,C7469,1267370594,NO,c_sym_1.smb,
sht17.cmp8399,C7470,1267370606,NO,c_sym_1.smb,
sht17.cmp8387,C7471,1267370008,NO,c_sym_1.smb,
sht17.cmp8396,C7472,1267370747,NO,c_sym_1.smb,
sht17.cmp8418,C7479,1267370594,NO,c_sym_1.smb,
sht17.cmp8420,C7480,1267370606,NO,c_sym_1.smb,
sht17.cmp8408,C7481,1267370008,NO,c_sym_1.smb,
sht17.cmp8417,C7482,1267370747,NO,c_sym_1.smb,
sht15.cmp2864,C8100,1267373039,NO,elko_sym_1.smb,
sht15.cmp2624,C8101,1267362202,NO,c_sym_1.smb,
sht15.cmp2621,C8102,1267370564,NO,c_sym_1.smb,
sht15.cmp1749,C8103,1267370562,NO,c_sym_1.smb,
sht15.cmp1713,C8104,1267370562,NO,c_sym_1.smb,
sht15.cmp1737,C8105,1267370011,NO,c_sym_1.smb,
sht15.cmp2622,C8112,1267370564,NO,c_sym_1.smb,
sht15.cmp1678,C8113,1267370562,NO,c_sym_1.smb,
sht15.cmp1746,C8114,1267370562,NO,c_sym_1.smb,
sht15.cmp2867,C8120,1267373039,NO,elko_sym_1.smb,
sht15.cmp2634,C8121,1267362202,NO,c_sym_1.smb,
sht15.cmp2631,C8122,1267370564,NO,c_sym_1.smb,
sht15.cmp1673,C8123,1267370562,NO,c_sym_1.smb,
sht15.cmp1637,C8124,1267370562,NO,c_sym_1.smb,
sht15.cmp1661,C8125,1267370011,NO,c_sym_1.smb,
sht15.cmp2632,C8132,1267370564,NO,c_sym_1.smb,
sht15.cmp1602,C8133,1267370562,NO,c_sym_1.smb,
sht15.cmp1670,C8134,1267370562,NO,c_sym_1.smb,
sht15.cmp2644,C8141,1267362202,NO,c_sym_1.smb,
sht15.cmp2641,C8142,1267370564,NO,c_sym_1.smb,
sht15.cmp2031,C8143,1267370562,NO,c_sym_1.smb,
sht15.cmp2094,C8144,1267370562,NO,c_sym_1.smb,
sht15.cmp2089,C8145,1267370011,NO,c_sym_1.smb,
sht15.cmp2642,C8152,1267370564,NO,c_sym_1.smb,
sht9.cmp318,D1800,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht9.cmp343,D1810,1267375426,YES,doppel_suppressor_bidirekt_sdsym_1.smb,
sht9.cmp557,D1850,1267375426,YES,doppel_suppressor_bidirekt_sdsym_1.smb,
sht8.cmp27,D2200,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht8.cmp471,D2220,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht8.cmp503,D2240,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht8.cmp534,D2260,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht8.cmp648,D2270,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht8.cmp579,D2280,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht1.cmp1405,D3000,1267375175,NO,schottky_sym_1.smb,
sht1.cmp1384,D3000T,8909B0295201,YES,master_diode_sym_1.smb,
sht1.cmp1490,D3001,1267375143,NO,master_diode_sym_1.smb,
sht1.cmp1879,D3002,1267375404,NO,suppressor_sym_1.smb,
sht1.cmp1880,D3003,1267375404,NO,suppressor_sym_1.smb,
sht1.cmp1559,D3011,1267375118,NO,master_diode_sym_1.smb,
sht1.cmp1316,D3012,1267375404,NO,suppressor_sym_1.smb,
sht1.cmp1391,D3020,1267375175,NO,schottky_sym_1.smb,
sht1.cmp1471,D3022,1267375158,NO,schottky_sym_1.smb,
sht1.cmp1458,D3023,1267375158,NO,schottky_sym_1.smb,
sht1.cmp1698,D3024,1267375165,NO,schottky_sym_1.smb,
sht1.cmp1288,D3025,1267375158,NO,schottky_sym_1.smb,
sht1.cmp1474,D3026,1267375158,NO,schottky_sym_1.smb,
sht3.cmp148,D3162,1267375158,NO,master_schottky_horiz_sdsym_1.smb,
sht4.cmp3547,D3171,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht4.cmp4883,D3175,1267375426,YES,doppel_suppressor_bidirekt_sdsym_1.smb,
sht3.cmp179,D3200,1267375118,YES,master_diode_sym_1.smb,
sht1.cmp2017,D3430,1267375404,YES,suppressor_sym_1.smb,
sht1.cmp2042,D3431,1267375435,NO,master_zdiode_sym_1.smb,
sht4.cmp3976,D4551,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht4.cmp4884,D4553,1267375426,YES,doppel_suppressor_bidirekt_sdsym_1.smb,
sht4.cmp4248,D4561,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht4.cmp4885,D4562,1267375426,YES,doppel_suppressor_bidirekt_sdsym_1.smb,
sht4.cmp4913,D4563,1267375426,YES,doppel_suppressor_bidirekt_sdsym_1.smb,
sht4.cmp4912,D4566,1267375426,YES,doppel_suppressor_bidirekt_sdsym_1.smb,
sht4.cmp4294,D4576,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht4.cmp4323,D4581,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht4.cmp4757,D4591,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht4.cmp4781,D4593,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht4.cmp4886,D4594,1267375426,YES,doppel_suppressor_bidirekt_sdsym_1.smb,
sht4.cmp4878,D4600,1267375162,NO,master_diode_sym_1.smb,
sht4.cmp4824,D4604,1267375159,YES,master_diode_sym_1.smb,
sht4.cmp4799,D4609,1267375159,NO,master_diode_sym_1.smb,
sht5.cmp2471,D4610,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht5.cmp2479,D4615,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht5.cmp2492,D4620,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht5.cmp2507,D4625,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht5.cmp2543,D4630,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht5.cmp2667,D4631,1267375426,YES,doppel_suppressor_bidirekt_sdsym_1.smb,
sht5.cmp2606,D4641,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht5.cmp2707,D4643,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht5.cmp2708,D4644,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht5.cmp2704,D4646,1267375426,YES,doppel_suppressor_bidirekt_sdsym_1.smb,
sht5.cmp2635,D4655,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht18.cmp19,D4820,1267375159,YES,master_diode_horiz_sdsym_1.smb,
sht18.cmp8,D4821,1267375416,YES,suppressor_sym_1.smb,
sht18.cmp59,D4822,1267375426,NO,doppel_suppressor_bidirekt_sdsym_1.smb,
sht10.cmp5389/sht2.cmp3378,D5120,1267375177,NO,schottky_sym_1.smb,
sht3.cmp299,D5660,1267375159,YES,master_diode_sym_1.smb,
sht11.cmp4036,D7001,1267375171,NO,master_diode_sym_1.smb,
sht11.cmp4041,D7002,1267375171,NO,master_diode_sym_1.smb,
sht11.cmp4037,D7003,1267375171,NO,master_diode_sym_1.smb,
sht11.cmp4038,D7005,1267375171,NO,master_diode_sym_1.smb,
sht11.cmp4039,D7007,1267375143,NO,master_diode_sym_1.smb,
sht12.cmp3,D7033,1267375404,NO,suppressor_sym_1.smb,
sht12.cmp49,D7034,1267375404,NO,suppressor_sym_1.smb,
sht12.cmp92,D7035,1267375404,NO,suppressor_sym_1.smb,
sht12.cmp96,D7036,1267375404,NO,suppressor_sym_1.smb,
sht12.cmp58,D7037,1267375404,NO,suppressor_sym_1.smb,
sht12.cmp44,D7160,1267375171,NO,master_diode_sym_1.smb,
sht12.cmp78,D7170,1267375171,NO,master_diode_sym_1.smb,
sht12.cmp28,D7180,1267375171,NO,master_diode_sym_1.smb,
sht12.cmp158,D7190,1267375171,NO,master_diode_sym_1.smb,
sht12.cmp186,D7200,1267375171,NO,master_diode_sym_1.smb,
sht14.cmp3417,D7210,1267375171,NO,master_diode_sym_1.smb,
sht14.cmp3527,D7240,1267375171,NO,master_diode_sym_1.smb,
sht14.cmp3541,D7250,1267375171,NO,master_diode_sym_1.smb,
sht14.cmp3873,D7260,1267375171,NO,master_diode_sym_1.smb,
sht14.cmp3902,D7270,1267375171,NO,master_diode_sym_1.smb,
sht16.cmp3124,D7409,1267375171,NO,master_diode_sym_1.smb,
sht16.cmp3175,D7419,1267375171,NO,master_diode_sym_1.smb,
sht16.cmp3360,D7429,1267375171,NO,master_diode_sym_1.smb,
sht17.cmp8361,D7439,1267375171,NO,master_diode_sym_1.smb,
sht17.cmp8607,D7450,1267375155,NO,master_diode_sym_1.smb,
sht17.cmp8611,D7460,1267375143,YES,master_diode_sym_1.smb,
sht17.cmp8390,D7469,1267375171,NO,master_diode_sym_1.smb,
sht17.cmp8411,D7479,1267375171,NO,master_diode_sym_1.smb,
sht15.cmp2748,D8400,1267375404,NO,suppressor_sym_1.smb,
sht1.cmp2036,L3000,1267369535,NO,drossel_sdsym_1.smb,
sht1.cmp1357,L3001,8909008195,YES,l_sym_1.smb,
sht1.cmp1318,L3020,8909007119,NO,drossel_pol_sdsym_1.smb,
sht1.cmp1396,L3021,8909008195,YES,l_sym_1.smb,
sht4.cmp4896,L3170,1277240021,NO,act_filter_no_pol_sdsym_1.smb,
sht1.cmp1963,L3590,1267369542,NO,drossel_pol_sdsym_1.smb,
sht4.cmp4898,L4550,1277240021,NO,act_filter_no_pol_sdsym_1.smb,
sht4.cmp4899,L4560,1277240021,NO,act_filter_no_pol_sdsym_1.smb,
sht4.cmp4900,L4570,1277240021,NO,act_filter_no_pol_sdsym_1.smb,
sht4.cmp4901,L4580,1277240021,NO,act_filter_no_pol_sdsym_1.smb,
sht4.cmp4902,L4590,1277240021,NO,act_filter_no_pol_sdsym_1.smb,
sht4.cmp4778,L4600,1267369162,YES,l_sym_1.smb,
sht4.cmp4832,L4605,1267369162,YES,l_sym_1.smb,
sht10.cmp5389/sht2.cmp3667,L5120,1267369160,NO,drossel_sdsym_1.smb,
sht10.cmp5389/sht1.cmp3535,Q5000,1267369255,NO,q_sym_1.smb,
sht1.cmp201,R0001,1267362122,NO,r_sym_1.smb,
sht1.cmp194,R0002,1267362122,NO,r_sym_1.smb,
sht1.cmp182,R0003,1267362122,NO,r_sym_1.smb,
sht1.cmp109,R0004,1267362122,NO,r_sym_1.smb,
sht1.cmp44,R0005,1267362122,NO,r_sym_1.smb,
sht1.cmp272,R0006,1267362122,NO,r_sym_1.smb,
sht1.cmp2061,R0007,1267362198,NO,r_sym_1.smb,
sht1.cmp2063,R0008,1267362198,NO,r_sym_1.smb,
sht1.cmp2070,R0009,1267362122,NO,r_sym_1.smb,
sht1.cmp2067,R0010,1267362198,NO,r_sym_1.smb,
sht9.cmp644,R0113,1267362122,YES,r_sym_1.smb,
sht4.cmp4787,R0225,1267377475,YES,var_sym_1.smb,
sht4.cmp4823,R0327,1267377475,YES,var_sym_1.smb,
sht9.cmp664,R1100,1267362128,NO,r_sym_1.smb,
sht9.cmp631,R1101,1267361540,NO,r_sym_1.smb,
sht9.cmp636,R1102,1267362127,NO,r_sym_1.smb,
sht9.cmp639,R1103,1267362127,NO,r_sym_1.smb,
sht9.cmp656,R1104,1267362130,NO,r_sym_1.smb,
sht9.cmp626,R1105,1267362129,NO,r_sym_1.smb,
sht9.cmp634,R1106,1267361535,NO,r_sym_1.smb,
sht9.cmp625,R1107,1267361536,YES,r_sym_1.smb,
sht9.cmp643,R1108,1267362741,YES,r_sym_1.smb,
sht9.cmp640,R1110,1267361573,NO,r_sym_1.smb,
sht9.cmp667,R1111,1267362715,NO,r_sym_1.smb,
sht6.cmp2358,R1200,1267362130,NO,r_sym_1.smb,
sht6.cmp2454,R1201,1267360844,NO,r_sym_1.smb,
sht6.cmp2362,R1202,1267362131,YES,r_sym_1.smb,
sht6.cmp2369,R1210,1267362130,NO,r_sym_1.smb,
sht6.cmp2456,R1211,1267362131,NO,r_sym_1.smb,
sht6.cmp2373,R1212,1267360844,YES,r_sym_1.smb,
sht6.cmp2380,R1220,1267362130,NO,r_sym_1.smb,
sht6.cmp2457,R1221,1267360844,NO,r_sym_1.smb,
sht6.cmp2384,R1222,1267360844,YES,r_sym_1.smb,
sht6.cmp2757,R1223,1267362741,YES,r_sym_1.smb,
sht6.cmp2756,R1224,1267362131,YES,r_sym_1.smb,
sht6.cmp2413,R1230,1267362130,NO,r_sym_1.smb,
sht6.cmp2463,R1231,1267360844,NO,r_sym_1.smb,
sht6.cmp2417,R1232,1267362131,YES,r_sym_1.smb,
sht6.cmp2424,R1240,1267362130,NO,r_sym_1.smb,
sht6.cmp2465,R1241,1267360844,NO,r_sym_1.smb,
sht6.cmp2428,R1242,1267362131,YES,r_sym_1.smb,
sht6.cmp2435,R1250,1267362130,NO,r_sym_1.smb,
sht6.cmp2468,R1251,1267360844,NO,r_sym_1.smb,
sht6.cmp2439,R1252,1267362131,YES,r_sym_1.smb,
sht6.cmp2497,R1260,1267362130,NO,r_sym_1.smb,
sht6.cmp2472,R1261,1267362131,NO,r_sym_1.smb,
sht6.cmp2486,R1262,1267362131,YES,r_sym_1.smb,
sht6.cmp2479,R1270,1267362130,NO,r_sym_1.smb,
sht6.cmp2484,R1271,1267362129,NO,r_sym_1.smb,
sht6.cmp2469,R1272,1267362131,YES,r_sym_1.smb,
sht6.cmp2668,R1280,1267362130,NO,r_sym_1.smb,
sht6.cmp2677,R1281,1267360899,NO,r_sym_1.smb,
sht6.cmp2645,R1282,1267360844,YES,r_sym_1.smb,
sht6.cmp2766,R1283,1267362741,YES,r_sym_1.smb,
sht6.cmp2765,R1284,1267362131,YES,r_sym_1.smb,
sht6.cmp2653,R1290,1267362130,NO,r_sym_1.smb,
sht6.cmp2658,R1291,1267362131,NO,r_sym_1.smb,
sht6.cmp2678,R1292,1267360899,YES,r_sym_1.smb,
sht6.cmp2634,R1300,1267362130,NO,r_sym_1.smb,
sht6.cmp2616,R1301,1267362131,NO,r_sym_1.smb,
sht6.cmp2659,R1302,1267360899,YES,r_sym_1.smb,
sht6.cmp2664,R1310,1267362130,NO,r_sym_1.smb,
sht6.cmp2684,R1311,1267368019,NO,r_sym_1.smb,
sht6.cmp2636,R1312,1267360899,YES,r_sym_1.smb,
sht6.cmp2624,R1313,1267362741,NO,r_sym_1.smb,
sht6.cmp2679,R1320,1267362129,NO,r_sym_1.smb,
sht6.cmp2671,R1321,1267368019,YES,r_sym_1.smb,
sht6.cmp2655,R1322,1267360899,NO,r_sym_1.smb,
sht6.cmp2614,R1323,1267362741,YES,r_sym_1.smb,
sht6.cmp2701,R1330,1267362129,NO,r_sym_1.smb,
sht6.cmp2704,R1331,1267368019,YES,r_sym_1.smb,
sht6.cmp2702,R1332,1267360899,NO,r_sym_1.smb,
sht6.cmp2709,R1333,1267362741,YES,r_sym_1.smb,
sht6.cmp2779,R1335,1267362130,NO,r_sym_1.smb,
sht6.cmp2778,R1336,1267360844,NO,r_sym_1.smb,
sht6.cmp2772,R1337,1267360844,YES,r_sym_1.smb,
sht6.cmp2775,R1338,1267362741,YES,r_sym_1.smb,
sht6.cmp2773,R1339,1267362131,YES,r_sym_1.smb,
sht7.cmp3148,R1563,1267361535,NO,r_sym_1.smb,
sht7.cmp3155,R1568,1267361539,NO,r_sym_1.smb,
sht9.cmp332,R1800,1267368002,NO,r_sym_1.smb,
sht9.cmp319,R1801,1267362130,NO,r_sym_1.smb,
sht9.cmp341,R1805,1267362131,NO,r_sym_1.smb,
sht9.cmp362,R1810,1267360864,NO,r_sym_1.smb,
sht9.cmp363,R1811,1267362130,YES,r_sym_1.smb,
sht9.cmp369,R1813,1267360635,YES,r_sym_1.smb,
sht9.cmp345,R1815,1267362130,NO,r_sym_1.smb,
sht9.cmp355,R1816,1267360844,NO,r_sym_1.smb,
sht9.cmp352,R1817,1267360305,YES,r_sym_1.smb,
sht9.cmp388,R1820,1267360864,NO,r_sym_1.smb,
sht9.cmp377,R1821,1267362130,YES,r_sym_1.smb,
sht9.cmp397,R1823,1267360635,YES,r_sym_1.smb,
sht9.cmp374,R1825,1267362130,NO,r_sym_1.smb,
sht9.cmp387,R1826,1267360844,NO,r_sym_1.smb,
sht9.cmp390,R1827,1267360305,YES,r_sym_1.smb,
sht9.cmp414,R1830,1267368002,NO,r_sym_1.smb,
sht9.cmp402,R1831,1267362130,NO,r_sym_1.smb,
sht9.cmp399,R1833,1267360635,YES,r_sym_1.smb,
sht9.cmp405,R1835,1267362131,NO,r_sym_1.smb,
sht9.cmp409,R1836,1267360305,YES,r_sym_1.smb,
