Partnumber,Package,Value,Tolerance
8900309301,0207,30R,2%
8909B01559,BGA31,C14195IFX,
8900631629,0411,196k,1%
8903701001,,1uF,20%
1267355401,PLCC68,SAB80515 UNGUELT,
8909B0756401,,i1568-sp,
8900501331,0617,33R,5%
8901058009,,15R,5%
890013239301,0603,100k,1%
8909B0164801,LQFP176,TC375-ED,
8909B0608501,SFVA784,XAVE2302-1LLISFV,
1270E3009201,,undefined,
8900430161,0414,16R,5%
0265CR389601,"12,6x2,94mm",DF40TC(2.5)-50DS,
8900327031,0207,20.5R,1%
8909B0552701,QFN40,88Q2220MB0-NYA2A,
8900628191,0204,8.2M,1%
1267377541,B-LFPAK56D,PM4B60L8,
8900643912,0411,910R,5%
1267377542,PPAK SO-8L/LFPAK56,SQJ170ELP-T2_GE3,
8900327032,0207,21R,1%
8900430162,0414,160R,5%
8900501332,0617,330R,5%
1267375012,DO214AA,TPSMB24A-1BHE3_A,
890013239302,0603,100k,1%
8900309302,0207,300R,2%
8905507042,0805,1M,1%
8900628192,0204,9.1M,1%
8905421882,DO45,1N827,
8902001542,1206,1nF,5%
8900309303,0207,3k,2%
8900430163,0414,1.6k,5%
1267377543,PPAK SO-8L,SQJ146EP-T2_GE3,
8900643913,0411,9.1k,5%
8900628193,0204,10M,1%
8900501333,0617,3.3k,5%
8902001543,1206,1.1nF,5%
8905421883,DO41,SZ1N5341BG,
0273142283,BGA 7x7,SMI700.9,
8900327033,0207,21.5R,1%
8905507043,1206,0R,1%
2224486104,,ML KPL 211POL,
8905507044,1206,75R,1%
8900501334,0617,33k,5%
8900430164,0414,16k,5%
8900327034,0207,22.1R,1%
8905421884,DO41,SZ1N5342BG,
8900309304,0207,30k,2%
8900643914,0411,91k,5%
8902001544,1206,1.2nF,5%
8900643915,0411,910k,5%
8900430165,0414,160k,5%
8903701005,,2.2uF,20%
8900309305,0207,300k,2%
8900327035,0207,22.6R,1%
86388E2455,,SL2 025 40Z,
8905507045,1206,121R,1%
8902001545,1206,1.3nF,5%
1267375015,TO220,BYV32E-200,
1267377545,SOT-23,NVR4003NT3G,
0272248145,TQFP32eP,CG135D,
8900501335,0617,330k,5%
8900501336,0617,3.3M,5%
8900309306,0207,3M,2%
8905507046,1206,147R,1%
8900643916,0411,9.1M,5%
2224486106,,undefined,
1267375016,SOT23,BAW56/DG/B4,
1267377546,SOT23,PBSS9110T-Q/S800,
8900430166,0414,1.6M,5%
8905407256,HY_FUER-HYBRID-SG,MBR1645W,
8902001546,1206,1.5nF,5%
0272248146,SO20,CK200B SOIC20,
8900327036,0207,23.2R,1%
8905421886,DO41,SZ1N5343BG,
8903701007,,3.3uF,20%
8900501337,0617,33M,5%
8900430167,0414,16M,5%
8900327037,0207,23.7R,1%
1267375017,TO263,MBRB1645,
8900309307,0207,30M,2%
8900643917,0411,91M,5%
8905507047,1206,464R,1%
8905421887,DO41,SZ1N5344BG,
8905958397,TO220/5,BTS412B(E3043),
0273142287,BGA 7x7,SMI705.9,
0272248147,SO16,CK240 SOIC16,
8902001547,1206,1.6nF,5%
8905407258,SOT428,BYQ28ED-200/SOT4,
8900130480,0805,47R,5%
8900425110,0414,1.1R,5%
8905958398,PLCC68,AN87C196KT-16,
8902001548,1206,1.8nF,5%
8905421888,DO41,SZ1N5349BG,
8905500990,0606,3.01k,1%
8905507048,1206,681R,1%
8900631610,0411,124k,1%
2224486108,,undefined,
8903421630,,100uF,20%
8909016930,SOD128,SMA6S36CAH,
8900327038,0207,24.3R,1%
8900200100,0204,1R,5%
8928920530,VQFN-HR,LM61435AASQRJRRQ,
1267377548,SOT23 (TO-236AB),2N7002BK/DG/B2,
1267375018,SOT23,BAV70/DG/B4,
8909B0263601,BGA16,C16827JDP,
8909B0623701,24-ball T-PBGA,MT25QU256ABA8E12,
8909B0410201,,PCIE_164pin_Card,
8902820481,,22nF,20%
8900327039,0207,24.9R,1%
8903701009,,4.7uF,20%
8900200101,0204,10R,5%
8905500991,0606,3.16k,1%
0273142289,BGA 7x7,SMI710.9,
8905507049,1206,825R,1%
8903421631,,220uF,20%
8902001549,1206,2nF,5%
1267377549,SOT23,BC807-40/DG/B4,
0272240207CA,TQFP128EP,CG270CA_TQFP128E,
8902983401,,47nF,20%
1270F04321,,BAUTEIL SELEKTIV,
1037365471,P-TQFP-64-8,MM3.X_21083_V029,
8909016931,BGA24 (5x5),IS25LP128F-RHLA3,
0272248149,PG-DSO-36,CJ950 M,
8900425111,0414,11R,5%
8905421889,DO41,SZ1N5361BG,
8905958399,PLCC32,AM29F010-90JI,
1267375019,SOT23,BAV99/DG/B4,
8909B0651501,1x0.5x0.35mm,240R,0.1%
8902918741,,470nF,10%
8905B0018401,OHNE GEHAEUSE,6 POL KONTAKTIER,
8900631611,0411,127k,1%
890901556901,0603,100pF,5%
8928920532,,R8A77961JC25BG#G,
8900631612,0411,130k,1%
8905500992,0606,3.32k,1%
8900130482,0805,100R,5%
8909016932,24-TBGA (5x5),IS25LP256D-RHLA3,
8900425112,0414,110R,5%
1267360002,0414,undefined,
8900200102,0204,100R,5%
0272240207CB,TQFP128EP,CG270CB_TQFP128E,
8902983402,,68nF,20%
8905500993,0606,3.48k,1%
8928920533,,R8A77990JC20BG#G,
8900130483,0805,150R,5%
8900631613,0411,133k,1%
8909016933,BGA24 (5x5),W25Q128JVBSM,
8909007413,0402,9pF,1.1111%
8900200103,0204,1k,5%
8900425113,0414,1.1k,5%
8902983403,,100nF,20%
8909B0596403,,SAA-TC4D9XP-20MF,
1267360003,0414,undefined,
8902840053,,1.5nF,5%
8902983404,,150nF,20%
8909016934,TFBGA24 (5x5),W25Q256JVBSM,
8900631614,0411,137k,1%
8900200104,0204,10k,5%
8905500994,0606,3.83k,1%
1267360004,0414,1k,5%
8900425114,0414,11k,5%
8903407884,SMD,3.9mF,20%
1035930724,,undefined,
8900130485,0805,330R,5%
8900631615,0411,140k,1%
8900425115,0414,110k,5%
8900200105,0204,100k,5%
8902918745,,680nF,10%
1267360005,0414,undefined,
8909016935,DFN-8,CA-IF1021D-Q1,
1035930725,,undefined,
8902983405,,220nF,20%
8905500995,0606,4.22k,1%
8902820485,,33nF,20%
8902983406,,330nF,20%
8900631616,0411,143k,1%
8900200106,0204,1M,5%
8900425116,0414,1.1M,5%
8905500996,0606,4.64k,1%
1267360006,0414,undefined,
1267356077,PLCC68,SAB80515N-T40/85,
8900200107,0204,10M,5%
8905500997,0606,5.11k,1%
8902983407,,470nF,20%
8900631617,0411,147k,1%
1267360007,0414,15R,5%
8928800437,,LBEE6ZZ1XT-835,
8902840057,,2.2nF,5%
1035900017,,undefined,
8900130488,0805,1k,5%
8900112200,0204,2R,5%
0272248110,HiQuad64,CJ722 HIQUAD64 R,
8900430150,0414,1.5R,5%
8902984880,,22nF,20%
8909006000,SOT-23,LM27313XQMF/NOPB,
8909004440,,TLE9833,
6002BP0040,,Steckerleiste 64,
8900631618,0411,150k,1%
8905507030,0805,38.3k,1%
8902983408,,680nF,20%
8905500998,0606,5.62k,1%
8900653620,0922,6.2R,5%
1270C63110,,undefined,
8900444620,0933,6.2R,5%
1267360008,0414,150R,5%
1267377530,B-LFPAK56D,PM4B60L8,
8909008890,0603,3.4k,1%
8902001530,1206,330pF,5%
1267375040,TO252,RURD660SR4812,
8905421870,DO41,SZ1N5338BG,
8900327020,0207,15.8R,1%
8900216440,0207,41.2k,1%
8909016938,SOD128,SMA6S24CAH,
1267377531,B-LFPAK56D,PM4B48L8,
8902984881,,22nF,20%
8902820489,,47nF,20%
8902918749,,1uF,10%
890901536801,200-ball TFBGA 10 x 14.5 x 1.14mm (*0.40 SMD),MT53E2G32D4DE-04,
8909008891,0603,4.22k,1%
127101230001,,,
8909B0667401,0805,22nF,10%
6002BP0041,STIFTLEISTE,64 PIN PRESS-FIT,
1267360009,0414,1.6k,5%
8900631619,0411,154k,1%
8905507031,0805,46.4k,1%
8905421871,CASE-17-02,1N5353A,
8902983409,,1uF,20%
1267375041,SOT23,RSB27C2,
8909006001,TO-252AA,FGD3245G2_F085,
8900444621,0933,62R,5%
8900430151,0414,15R,5%
8900112201,0204,20R,5%
8900216441,0207,42.2k,1%
8905500999,0606,6.81k,1%
8905958401,PLCC32,TMS87PC510-15FMT,
8909B0610301,PG-TDSON-8,IAUC120N04S6N010,
8909004441,10SON-Exp,TPS54040QDRCRQ1,
8909B0603001,SMB(DO-214AA),TPSMB20A,
8900327021,0207,16.2R,1%
8902001531,1206,360pF,5%
0272248111,TQFP100eP AD,CY327BC,
8928920539,13x1.889x13 mm,VA6000A4S2,
8900653621,0922,62R,5%
0265YR5752,,undefined,
8902001532,1206,390pF,5%
8900112202,0204,200R,5%
8900444622,0933,620R,5%
8900327022,0207,16.5R,1%
8909004442,6.x6.5,22uH,
1267377532,LFPAK56 (PPAK SO8L),SQJ164ELP-T2_GE3,
1267375042,SMB,FSS23,
8909008892,0603,3.74k,1%
8900216442,0207,43.2k,1%
8905421872,CASE-17-02,1N5354A,
0272248112,TQFP64ePAD,IS CY327BC BCD6s,
8905507032,0805,51.1k,1%
8905958402,SOIC8,AD22050R,
8900430152,0414,150R,5%
8900653622,0922,620R,5%
8909004443,6.x6.5,10uH,
8909008893,0603,2.1k,1%
8900444623,0933,6.2k,5%
8905507033,0805,56.2k,1%
8902001533,1206,430pF,5%
8905421873,CASE-17-02,1N5355A,
1267377533,PPAK SO-8L/LFPAK56,SQJ170ELP-T2_GE3,
8900216443,0207,44.2k,1%
8900112203,0204,2k,5%
0272248113,TQFP32epad,CG135B,
8900430153,0414,1.5k,5%
8900653623,0922,6.2k,5%
1267375043,TO252,MURD620CTT4,
8900327023,0207,16.9R,1%
0273142253,LCC 8x8,SMU210,
0272248114,PSO36,CJ950C,
1267377534,SC-88,BC847BS/DG/B4,
8900216444,0207,45.3k,1%
8900327024,0207,17.4R,1%
8909008894,2520,33.3333MHz,100ppm
8900653624,0922,62k,5%
8905421874,CASE-17-02,1N5356A,
8902001534,1206,470pF,5%
8909006004,QFP144,TMS5701205CPGEQQ,
8900444624,0933,62k,5%
1267375044,SOT323,BAV99W/DG/B4,
8900430154,0414,15k,5%
8905507034,0805,68.1k,1%
8909004444,DO-214AA,P6SMB12CA,
8900112204,0204,20k,5%
0272248115,PSO36,CJ950LB,
8900327025,0207,17.8R,1%
8909004445,DO-214AA,P6SMB24CA,
8905507035,0805,75k,1%
8902001535,1206,510pF,5%
8900112205,0204,200k,5%
8900216445,0207,46.4k,1%
8902984885,,33nF,20%
1267375045,SOT323,BAS40-05W/DG/B2,
8905421875,CASE-17-02,1N5357A,
8900430155,0414,150k,5%
1267377535,SOT23,BC846B/DG/B4,
8909008895,,9.5mH,
8900444625,0933,620k,5%
8902910005,,100nF,5%
8900653625,0922,620k,5%
8909006005,5032,8MHz,
8900216446,0207,47.5k,1%
8902001536,1206,560pF,5%
8909008896,18 x 5 x 11mm,47nF,10%
8900327026,0207,18.2R,1%
8905507036,0805,100k,1%
0272248116,TQFP32ePAD,CJ135E,
8909006006,SMD,20000kHz,
8900653626,0922,6.2M,5%
8900444626,0933,6.2M,5%
8905421876,CASE-17-02,1N5358A,
8900430156,0414,1.5M,5%
8901080376,,820R,10%
8909004446,DO-214AA,P6SMB27CA,
1267377536,SOT23,BC857B/DG/B3,
8905958406,P-MQFP-100-2,SAFC509-L(BB-STE,
8900112206,0204,2M,5%
1267375046,SOT323,BAS40-06W/DG/B2,
1032EM0047,QFP64,SPC584C70E1EPI0X,
8928160277,,68uF,20%
8905507037,0805,121k,1%
8900216447,0207,48.7k,1%
1270C60277,,24POL. FUER FLEX,
8900653627,0922,62M,5%
8909006007,,ESMIT-4180/E,
8905421877,CASE-17-02,1N5359A,
8900444627,0933,62M,5%
8902001537,1206,620pF,5%
0272248117,TQFP32ePAD,CJ135D,
8909008897,18.0 x 11.0 x 19.0 mm,47nF,10%
8900430157,0414,15M,5%
8909004447,DO-214AA,P6SMB180CA,
8900327027,0207,18.7R,1%
1267375047,SOT323,BSS138W,
8900216448,0207,49.9k,1%
8900631680,0411,665k,1%
8909007480,RNX (WSON-12),LMR33620CQ5RNXRQ,
1267375048,SOT23,RSB27C2,
8905507038,0805,147k,1%
8909016920,PG-SCT595-5,TLE4250-2G,
8902974610,,330nF,5%
8900327028,0207,19.1R,1%
0272248118,TQFPePad64,CY374B,
8909004448,8_SOIC_DDA,UCC27201AQDDARQ1,
8909008898,10.8 x 10.8,4.7uH,
8902001538,1206,680pF,5%
8905707790,HY_FUER-HYBRID-SG,PM02,
1032EM0048,QFP64,SPC582B54E1BD00,
8905421878,CASE-17-02,1N5360A,
8900425180,0414,1.8R,5%
8909006008,eQFP64,SPC582B50E1B6G0,
1267377538,B-LFPAK56D,PM4A47N8,
8902974611,,470nF,5%
8909B0562501,0402,4.99k,0.1%
0272248119,LQFP64,CY335,
8909008899,LFBGA159,SJA1105REL,
8909006009,eQFP64,SPC584B70E1B8G0,
1267375049,SMA,STTH102AY,
8909004449,0402,220nF,10%
8905507039,0805,215k,1%
8900631681,0411,681k,1%
2197328149,RTW_UNDEF,LM217H,
8909007481,VQFN26,LP87561F-Q1,
8909B0498001,E25,P302644-A1-52,
8902984889,,47nF,20%
8909B0654001,10mm x 10 mm,HT06P1178ST,
1267377539,Power PAK SO-8L Dual,SQJ746EP-T2_GE3,
8909B0766201,,,
8909016921,SOD323,ESDS311,
8090B0645701,,110-410126-599,
8909B0534701,2-XDFN,SESD0402X1BN-001,
6002JE1141,,,
8905421879,CASE-17-02,1N5361A,
8902001539,1206,750pF,5%
890901523401,0603,680pF,5%
8900216449,0207,51.1k,1%
8909B0646901,2.5 * 2.0 * 0.8 mm,25MHz,50ppm
8900327029,0207,19.6R,1%
8900425181,0414,18R,5%
890013165101,,46.4k,1%
0272240207BA,TQFP128ePad,CG270BA_TQFP128E,
2287331702,,B43866-S0476-K00,
8900631682,0411,698k,1%
1037359812,,SAFC167CR-4RM-25,
0272240207BB,TQFP128EP,CG270BB_TQFP128E,
8900425182,0414,180R,5%
8903421622,,1uF,20%
8909B0654002,10mm x 10 mm,HT06P1178SCT,
8909007483,0612,10m,1%
0272240207BC,TQFP128EP,CG270BC_TQFP128E,
8902918733,,220nF,10%
8900631683,0411,715k,1%
1034486333,,undefined,
8900425183,0414,1.8k,5%
1271322033,SMT 3 poles,1921450000,
8902820473,,10nF,20%
8903421623,,2.2uF,20%
8900631684,0411,732k,1%
1271322034,SMT 32 poles,SMC254416,
8900425184,0414,18k,5%
8909016924,66.2X66.2,002.044.0000528,
8909007484,DO-214AB (SMC),1.5SMC43AHM3,
8903421624,,3.3uF,20%
8900425185,0414,180k,5%
8900631685,0411,750k,1%
8909007485,5032,8MHz,
1271322035,SMT 32 poles,SMC354072,
8903421625,,4.7uF,20%
8903421626,,10uF,20%
8900425186,0414,1.8M,5%
8909007486,SO8,W25Q16DVSNSG,
8900631686,0411,768k,1%
1035900026,,FPG2,
8903421627,,22uF,20%
1034486337,,undefined,
8909007487,FBGA200,K4F8E3D4HF-GUCJ,
8909016927,QFN-14,MPQ2167AGQE-AEC1,
8900631687,0411,787k,1%
8902918737,,330nF,10%
8902820477,,15nF,20%
1270E50987,,,
8902001520,1206,120pF,5%
8903421628,,33uF,20%
8900435360,0617,3.6R,5%
8909011840,HVSON8,TCAN1462VDRBRQ1,
0272248120,LQFP64,CY372-LF,
8905507020,0805,10k,1%
0273Y00800,STECKER,Stecker 38-pol.,
1267371300,1206,22nF,10%
8900216430,0207,31.6k,1%
8900454330,0411,3.3R,5%
8909004430,32-LFCSP_WQ (5x5)mm,ADV7391WBCPZ-RL,
8909008100,0603,113R,0.1%
8909007488,TO-277A(SMPC),SS10PH10-BHM3_A,
8900529150,,90R,0%
8900327010,0207,12.4R,1%
8900631688,0411,806k,1%
1270E08138,,X-1355730-X MQS,
8902928110,,330nF,5%
1279993861,HY_Bare-die,TIP100A-Si,
1267371301,0805,2.2nF,5%
8900435361,0617,36R,5%
1267375031,DO214AB,ES3DHE3,
8902928111,,470nF,5%
8900454331,0411,33R,5%
890013236101,0603,5.62k,1%
8909007489,PSMC,STPS5H100SFY,
8902001521,1206,130pF,5%
8909B0801401,SOT-583,MPQ2247GTL-3111-,
8909B0477501,"10,3x10,3x12,5mm",150uF,20%
8909B0697901,QFPN-24,AIS328DQTR,
8900327011,0207,12.7R,1%
8900631689,0411,825k,1%
1034486339,,undefined,
8905706381,TO39,BSX47-10,
8909011841,HVSON14,TCAN1463DMTRQ1,
8900422131,0411,13R,5%
8905507021,0805,12.1k,1%
8905707799,TO263,BUZ102SE3045,
8900319001,0207,1R,1%
8900216431,0207,32.4k,1%
8903421629,,47uF,20%
1270E3660601,,Kontur XCP-Leite,
8909016929,DVQFN12,PTN3222DHN/Q900X,
8909008101,0603,130R,0.1%
8909004431,0603,4.7nF,5%
890900713501,T2016,49.58MHz,1.5ppm
890013236102,0603,5.62k,1%
8902001522,1206,150pF,5%
1267371302,0805,470pF,5%
8900422132,0411,130R,5%
8900319002,0207,1.02R,1%
8900216432,0207,33.2k,1%
8900435362,0617,360R,5%
8900327012,0207,13R,1%
8909011842,TQFP (64-pin),undefined,
0273Y00802,STECKER,Motorkontakt 2-p,
1267375032,DO214AC,SS14HE3,
8900454332,0411,330R,5%
8909008102,0603,130R,0.1%
8905507022,0805,14.7k,1%
8902928112,,680nF,5%
8909004432,0603,6.8nF,5%
8900454333,0411,3.3k,5%
8900319003,0207,1.05R,1%
8905507023,0805,17.8k,1%
8902989213,,2.2uF,20%
8900422133,0411,1.3k,5%
8900435363,0617,3.6k,5%
8902928113,,1uF,5%
8902984873,,10nF,20%
8909004433,0603,1nF,5%
8902001523,1206,160pF,5%
8900327013,0207,13.3R,1%
8909008103,0603,130R,0.1%
8905706383,TO39,BSX45-10;16(E630,
8900216433,0207,34k,1%
1267371303,0805,2.2uF,10%
8909011843,,2.2uF,10%
1267375033,SOT143,BAW101,
8900454334,0411,33k,5%
8905706384,TO39,BSX62D,
8900422134,0411,13k,5%
8905507024,0805,19.6k,1%
8909008104,0402,200R,0.1%
8900319004,0207,1.07R,1%
8900216434,0207,34.8k,1%
8902001524,1206,180pF,5%
1267371304,0805,4.7uF,10%
8900435364,0617,36k,5%
8900327014,0207,13.7R,1%
8909004434,0603,1.5nF,5%
8909011844,0603,2.2uF,10%
8909008105,0402,200R,0.1%
1267371305,0805,1.2nF,5%
8902001525,1206,200pF,5%
8900454335,0411,330k,5%
8905507025,0805,21.5k,1%
8909004435,0603,2.2nF,5%
8900422135,0411,130k,5%
1267375035,SOT404,BYV32EB-200/SOT4,
8909011845,TQFN40,MPQ2967GQKTE-010,
8900216435,0207,35.7k,1%
6002BP0035,MESSERLEISTE,64 WAY CONNECTOR,
8900435365,0617,360k,5%
8900327015,0207,14R,1%
8900319005,0207,1.1R,1%
8900454336,0411,3.3M,5%
8902001526,1206,220pF,5%
8900216436,0207,37.4k,1%
8909008106,0402,200R,0.1%
8909011846,TQFN,PI3DBS16222,
8900327016,0207,14.3R,1%
8909004436,0603,3.3nF,5%
1267375036,SMA,FS1G,
8905507026,0805,23.7k,1%
8900435366,0617,3.6M,5%
8900422136,0411,1.3M,5%
1267371306,0805,22pF,5%
8900319006,0207,1.13R,1%
1267375037,DO-214AA,ES2D-1BHE3A,
8900435367,0617,36M,5%
8902001527,1206,240pF,5%
0272248127,TQFP100ePAD,CY327BF,
8900454337,0411,33M,5%
8905507027,0805,31.6k,1%
8909011847,WSON,TPS25200-Q1,
8905421867,DO41,SZ1N5333BG,
8909008107,0603,133R,0.1%
8900327017,0207,14.7R,1%
0273142267,LCC 8x8,SMU200,
8900216437,0207,38.3k,1%
8900319007,0207,1.15R,1%
8905706387,TO39,BSX62-16,
1267371307,0805,22uF,20%
8902984877,,15nF,20%
1267371308,0805,47nF,10%
1267375038,DO214AC,BYG22DHE3_A,
8909011848,SOT23,BZX84B2V7-HE3,
8900327018,0207,15R,1%
8905421868,DO41,SZ1N5335BG,
0273142268,LCC 8x8,SMU210,
8900631670,0411,523k,1%
8909008108,0603,133R,0.1%
6002JE1130,,undefined,
8905507028,0805,33.2k,1%
8900319008,0207,1.18R,1%
8902001528,1206,270pF,5%
8900229470,0207,4.7R,2%
8909016910,5X5,AK4619VN,
1267360020,0414,470R,5%
3284489880,,SP12-12288-C78(R,
8909007470,axial,820uF,30%
8900420750,0414,7.5R,5%
8900216438,0207,39.2k,1%
0272248128,TQFP64ePAD,CY327BF,
8900679100,0207,107R,2%
8902928118,,6.8uF,5%
8900679101,0207,110R,2%
8900443201,0414,20R,0.5%
8900420751,0414,75R,5%
1267371309,0805,10uF,10%
8905421869,DO41,SZ1N5337BG,
8900319009,0207,1.21R,1%
8909B0620101,0603,100nH,
8900216439,0207,40.2k,1%
8909011849,,2398005-1,
8909B0704501,896 Pin FCBGA,PM50052B1-FEI,
8900327019,0207,15.4R,1%
1267375039,DO214AC,US1JHE3_A,
8909B0768901,PQFN-30,MPQ5882GQY-AEC1,
8905507029,0805,34.8k,1%
890550887301,uSOIC8,AD8209WBRMZ,
8900229471,0207,47R,2%
890900805601,SOT23,BC817K-40H,
8902918721,,68nF,10%
8909008109,0603,133R,0.1%
8909B0641401,SOD323F,BZX84J-B36,
8900631671,0411,536k,1%
8902820461,,3.3nF,20%
8902001529,1206,300pF,5%
1270C63129,,FTSH-110-01-L-DH,
8909007471,VQFN (36),DP83TC811R,
1267360021,0414,47k,5%
8900420752,0414,750R,5%
8909007472,QFN16-EP,TPS57114CQRTERQ1,
8900631672,0411,549k,1%
8900679102,0207,113R,2%
8900443202,0414,200R,0.5%
1034486342,,undefined,
8900229472,0207,470R,2%
1267360022,0414,510R,5%
8900443203,0414,2k,0.5%
8900229473,0207,4.7k,2%
8900420753,0414,7.5k,5%
8909007473,SOIC8,LP2951ACMX/NOPB,
8900631673,0411,562k,1%
1267360023,0414,undefined,
1270C10093,,Programierstecke,
8905707803,TO263,BUZ110SE3045,
8900679103,0207,115R,2%
8905707804,TO220/3,BUZ111S,
8900443204,0414,20k,0.5%
8900420754,0414,75k,5%
0261D004PT,,undefined,
1267360024,0414,680R,5%
8905501744,HY_FUER-HYBRID-SG,10nF,10%
8900631674,0411,576k,1%
8909007474,SMD 16-pin,350uH,
8900229474,0207,47k,2%
8900679104,0207,118R,2%
8900130464,1206,10M,5%
0261D005AD,,undefined,
8900679105,0207,121R,2%
8902820465,,4.7nF,20%
1267360025,0414,undefined,
8905707805,TO263,BUZ111S,
8900420755,0414,750k,5%
8900229475,0207,470k,2%
8900631675,0411,590k,1%
8902918725,,100nF,10%
8909007475,0402,68.1k,1%
8905501745,HY_0402,100R,1%
8900443205,0414,200k,0.5%
0273141336,SOIC8,SMA660.3,
8900631676,0411,604k,1%
8909016916,5X4,BTS7200-2EPA,
8900420756,0414,7.5M,5%
8905707806,SOT223,BSP452,
8900443206,0414,2M,0.5%
8900679106,0207,124R,2%
0261D13726,,undefined,
8900229476,0207,4.7M,2%
8909007476,0402,68.1k,1%
1267360026,0414,750R,5%
8900631677,0411,619k,1%
8900229477,0207,47M,2%
1267360027,0414,348R,1%
0273141337,SOIC8,SMA665.3,
8909016917,16-pin SOP2,MT25QL512ABB8ESF,
8909007477,HY_Hybrid,SPC58NE84H1XMHAR,
8900420757,0414,75M,5%
1034486347,,undefined,
8900679107,0207,127R,2%
8900327080,0207,66.5R,1%
1267360028,0617,undefined,
8909011830,SC70-6,INA199B2QDCKRQ1,
8900653680,0922,6.8R,5%
8900130468,0805,10M,5%
8905501748,DO214AA,P6SMB33CA-TG,
8905507010,0805,3.32k,1%
8909007478,HY_0805,220nF,10%
8900631678,0411,634k,1%
8902001510,1206,47pF,5%
8900679108,0207,130R,2%
8909015500,7.5x7.0xH5.4mm,47uH,
8900216420,0207,24.9k,1%
1270C10098,,Kontaktiereinhei,
8900444680,0933,6.8R,5%
8905706371,TO39,BSX45-10,
8909B0388501,0603,23.7k,0.1%
8902001511,1206,51pF,5%
8900327081,0207,68.1R,1%
8909B0776801,SC-70,SN74LVC1G10DCKR,
8909008004T1,BGA292,R7F702301EABG-C#,
8902918729,,150nF,10%
8909015501,"THT (26,5 x 13 x 22)",680nF,10%
8905507011,0805,3.48k,1%
8900422121,0411,12R,5%
0272240309AA,PSO36,CJ955,
8909007479,HY_0805,330nF,10%
0272248116EA,TQFP32ePAD,CJ135E,
8900679109,0207,133R,2%
8909011831,SOD*923,ESD9L5.0ST5G,
8909B0692401,SOT23,PLVA653A-Q,
8909B0544501,PG-VQFN-48,TLE92108-232QX,
8909008005D1,BGA292,R7F702300EABA-C#,
1267360029,0617,undefined,
890013238001,0603,31.6k,1%
8900216421,0207,25.5k,1%
8900631679,0411,649k,1%
8900653681,0922,68R,5%
8909B0329801,VQFNP40,LM5143QRWGRQ1,
8900130469,1218,470m,1%
8909004421,HSOP8 exposed pad,A5973D,
8902820469,,6.8nF,20%
1270C10099,,SELEKTIVFREIMACH,
8900444681,0933,68R,5%
8900422122,0411,120R,5%
8905507012,0805,3.83k,1%
8902001512,1206,56pF,5%
8900444682,0933,680R,5%
8909015502,0402,0.3pF,34%
8900216422,0207,26.1k,1%
8900327082,0207,69.8R,1%
8909004422,FBGA100(11*11),EPM240F100A5N,
8900653682,0922,680R,5%
8909011832,D2PAK-2L,SCS230ANHR,
8900327083,0207,71.5R,1%
8909013943,0201/DFN0603,SESD0201X1UN-002,
8900653683,0922,6.8k,5%
8902001513,1206,62pF,5%
8900444683,0933,6.8k,5%
8900422123,0411,1.2k,5%
8909015503,0603,47nF,10%
8905507013,0805,4.22k,1%
8909004423,10 x 10mm SMD,22uH,
8900216423,0207,26.7k,1%
8909011833,0402,11nH,
8928913903,TQFN-EP-24,MAX17075GTG/V+,
8909004424,LQFP-64,TLE8242-2L,
8900444684,0933,68k,5%
8900216424,0207,27.4k,1%
8900422124,0411,12k,5%
8902001514,1206,68pF,5%
8900106994,0204,1.15k,1%
8909013944,0603,BLM18KG601SN1D,
8900327084,0207,73.2R,1%
8905706374,TO39,BSX45-25,
8901036034,,2.2R,5%
8905507014,0805,4.64k,1%
8900653684,0922,68k,5%
8902001515,1206,75pF,5%
8902984865,,4.7nF,20%
8902210045,,1pF,0.3%
8900106995,0204,3.65k,1%
8900653685,0922,680k,5%
8909013945,TSSOP 16,TLC6C598QPWRQ1,
8909015505,0402,2.7nH,
8900444685,0933,680k,5%
8909011835,0402,15.4k,1%
8905706375,TO39,BSX45-16K,
8900327085,0207,75R,1%
8900216425,0207,28k,1%
8909004425,10 x 10mm SMD,47uH,
8905507015,0805,5.11k,1%
8900422125,0411,120k,5%
8900444686,0933,6.8M,5%
8900422126,0411,1.2M,5%
8909011836,0402,10.5k,1%
8902001516,1206,82pF,5%
8900216426,0207,28.7k,1%
8905507016,0805,5.62k,1%
8900106996,0204,11.5k,1%
8900653686,0922,6.8M,5%
8909004426,(2.2x1.1)mm,4.7k,5%
8900327086,0207,76.8R,1%
8909013946,,BPT3128H14,
8909015507,F61,47uF,20%
8902001517,1206,91pF,5%
8900653687,0922,68M,5%
8909013947,0402,22.1k,0.1%
8905421857,DO41,SZ1N5347BG,
8900327087,0207,78.7R,1%
8900216427,0207,29.4k,1%
8900106997,0204,36.5k,1%
8900444687,0933,68M,5%
8905507017,0805,6.81k,1%
8905508490,HY_bare die,LTC4357,
8909007460,WFBGA200,MT53B256M32D1NP-,
8902001518,1206,100pF,5%
1271322010,,1719309 SPT 5 1-,
8900631660,0411,412k,1%
8900106998,0204,115k,1%
8909013948,,PA-3035SM,
8905507018,0805,7.5k,1%
8903407850,BECHER/R,15mF,20%
8900327088,0207,80.6R,1%
8903704560,,3.3uF,50%
1267361100,0805,undefined,
1267360010,0414,180R,5%
1270R00010,SOT23,BZX84C3V3,
